# Time(ps)    MSD_22.almtp(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    105.7000       0.0492       0.0518       0.0477       0.0472
    105.8000       0.0527       0.0472       0.0462       0.0567
    105.9000       0.0491       0.0603       0.0550       0.0504
    106.0000       0.0484       0.0519       0.0508       0.0429
    106.1000       0.0431       0.0489       0.0437       0.0425
    106.2000       0.0497       0.0515       0.0564       0.0534
    106.3000       0.0469       0.0477       0.0505       0.0460
    106.4000       0.0560       0.0667       0.0533       0.0557
    106.5000       0.0504       0.0513       0.0426       0.0481
    106.6000       0.0452       0.0509       0.0524       0.0551
    106.7000       0.0438       0.0623       0.0484       0.0485
    106.8000       0.0510       0.0573       0.0485       0.0443
    106.9000       0.0482       0.0543       0.0539       0.0448
    107.0000       0.0435       0.0659       0.0524       0.0475
    107.1000       0.0547       0.0581       0.0479       0.0500
    107.2000       0.0448       0.0526       0.0415       0.0456
    107.3000       0.0453       0.0429       0.0520       0.0472
    107.4000       0.0428       0.0472       0.0586       0.0467
    107.5000       0.0613       0.0607       0.0491       0.0438
    107.6000       0.0464       0.0693       0.0485       0.0508
    107.7000       0.0505       0.0635       0.0467       0.0520
    107.8000       0.0489       0.0626       0.0447       0.0438
    107.9000       0.0695       0.0581       0.0462       0.0456
    108.0000       0.0506       0.0499       0.0471       0.0490
    108.1000       0.0700       0.0650       0.0490       0.0506
    108.2000       0.0502       0.0566       0.0463       0.0495
    108.3000       0.0561       0.0518       0.0469       0.0481
    108.4000       0.0411       0.0498       0.0446       0.0436
    108.5000       0.0490       0.0422       0.0471       0.0557
    108.6000       0.0573       0.0488       0.0457       0.0510
    108.7000       0.0432       0.0701       0.0486       0.0500
    108.8000       0.0395       0.0596       0.0460       0.0434
    108.9000       0.0444       0.0539       0.0509       0.0501
    109.0000       0.0446       0.0504       0.0504       0.0511
    109.1000       0.0440       0.0546       0.0488       0.0415
    109.2000       0.0474       0.0532       0.0475       0.0572
    109.3000       0.0501       0.0604       0.0463       0.0478
    109.4000       0.0490       0.0558       0.0488       0.0489
    109.5000       0.0364       0.0610       0.0501       0.0473
    109.6000       0.0487       0.0563       0.0415       0.0508
    109.7000       0.0456       0.0470       0.0512       0.0491
    109.8000       0.0469       0.0577       0.0436       0.0498
    109.9000       0.0529       0.0586       0.0475       0.0478
    110.0000       0.0424       0.0533       0.0540       0.0517
    110.1000       0.0475       0.0619       0.0434       0.0437
    110.2000       0.0501       0.0531       0.0463       0.0478
    110.3000       0.0476       0.0565       0.0524       0.0527
    110.4000       0.0534       0.0624       0.0432       0.0570
    110.5000       0.0446       0.0574       0.0413       0.0374
    110.6000       0.0471       0.0493       0.0439       0.0509
    110.7000       0.0538       0.0500       0.0538       0.0460
    110.8000       0.0475       0.0627       0.0519       0.0559
    110.9000       0.0427       0.0660       0.0460       0.0482
    111.0000       0.0485       0.0544       0.0416       0.0487
    111.1000       0.0447       0.0459       0.0577       0.0366
    111.2000       0.0417       0.0549       0.0507       0.0486
    111.3000       0.0481       0.0498       0.0567       0.0556
    111.4000       0.0416       0.0510       0.0480       0.0447
    111.5000       0.0484       0.0648       0.0502       0.0411
    111.6000       0.0517       0.0640       0.0461       0.0486
    111.7000       0.0481       0.0485       0.0589       0.0453
    111.8000       0.0487       0.0517       0.0554       0.0474
    111.9000       0.0416       0.0610       0.0422       0.0459
    112.0000       0.0533       0.0671       0.0507       0.0507
    112.1000       0.0455       0.0568       0.0540       0.0399
    112.2000       0.0495       0.0529       0.0659       0.0537
    112.3000       0.0437       0.0549       0.0503       0.0453
    112.4000       0.0498       0.0460       0.0560       0.0477
    112.5000       0.0426       0.0628       0.0467       0.0360
    112.6000       0.0494       0.0563       0.0591       0.0482
    112.7000       0.0484       0.0538       0.0471       0.0539
    112.8000       0.0429       0.0578       0.0500       0.0493
    112.9000       0.0420       0.0437       0.0460       0.0398
    113.0000       0.0510       0.0434       0.0498       0.0430
    113.1000       0.0576       0.0571       0.0484       0.0489
    113.2000       0.0415       0.0519       0.0522       0.0466
    113.3000       0.0510       0.0602       0.0530       0.0425
    113.4000       0.0455       0.0624       0.0513       0.0542
    113.5000       0.0564       0.0550       0.0523       0.0523
    113.6000       0.0491       0.0532       0.0497       0.0503
    113.7000       0.0589       0.0426       0.0477       0.0549
    113.8000       0.0502       0.0560       0.0454       0.0418
    113.9000       0.0601       0.0524       0.0594       0.0548
    114.0000       0.0434       0.0534       0.0495       0.0510
    114.1000       0.0579       0.0552       0.0528       0.0518
    114.2000       0.0448       0.0629       0.0479       0.0438
    114.3000       0.0496       0.0566       0.0593       0.0396
    114.4000       0.0478       0.0530       0.0488       0.0558
    114.5000       0.0471       0.0589       0.0596       0.0451
    114.6000       0.0470       0.0520       0.0514       0.0574
    114.7000       0.0402       0.0541       0.0492       0.0468
    114.8000       0.0520       0.0541       0.0510       0.0451
    114.9000       0.0640       0.0531       0.0478       0.0406
    115.0000       0.0684       0.0554       0.0502       0.0451
    115.1000       0.0516       0.0561       0.0463       0.0488
    115.2000       0.0599       0.0538       0.0483       0.0415
    115.3000       0.0480       0.0476       0.0492       0.0494
    115.4000       0.0454       0.0599       0.0475       0.0526
    115.5000       0.0528       0.0482       0.0524       0.0540
    115.6000       0.0558       0.0549       0.0479       0.0436
    115.7000       0.0670       0.0549       0.0470       0.0358
    115.8000       0.0652       0.0467       0.0488       0.0471
    115.9000       0.0474       0.0599       0.0567       0.0552
    116.0000       0.0443       0.0530       0.0571       0.0416
    116.1000       0.0490       0.0560       0.0518       0.0427
    116.2000       0.0530       0.0541       0.0474       0.0467
    116.3000       0.0544       0.0564       0.0500       0.0441
    116.4000       0.0616       0.0611       0.0545       0.0414
    116.5000       0.0511       0.0420       0.0520       0.0511
    116.6000       0.0513       0.0430       0.0424       0.0501
    116.7000       0.0497       0.0538       0.0504       0.0431
    116.8000       0.0516       0.0614       0.0498       0.0458
    116.9000       0.0554       0.0640       0.0521       0.0498
    117.0000       0.0512       0.0494       0.0516       0.0408
    117.1000       0.0549       0.0447       0.0431       0.0490
    117.2000       0.0509       0.0599       0.0430       0.0468
    117.3000       0.0571       0.0601       0.0452       0.0523
    117.4000       0.0461       0.0732       0.0482       0.0489
    117.5000       0.0477       0.0523       0.0491       0.0423
    117.6000       0.0606       0.0534       0.0513       0.0463
    117.7000       0.0503       0.0551       0.0538       0.0528
    117.8000       0.0562       0.0483       0.0441       0.0535
    117.9000       0.0543       0.0594       0.0511       0.0385
    118.0000       0.0481       0.0632       0.0374       0.0454
    118.1000       0.0511       0.0505       0.0425       0.0494
    118.2000       0.0521       0.0555       0.0480       0.0478
    118.3000       0.0592       0.0521       0.0444       0.0446
    118.4000       0.0607       0.0545       0.0477       0.0510
    118.5000       0.0481       0.0628       0.0529       0.0453
    118.6000       0.0465       0.0583       0.0458       0.0445
    118.7000       0.0442       0.0550       0.0545       0.0495
    118.8000       0.0608       0.0482       0.0514       0.0477
    118.9000       0.0533       0.0532       0.0414       0.0460
    119.0000       0.0577       0.0580       0.0390       0.0493
    119.1000       0.0546       0.0582       0.0447       0.0527
    119.2000       0.0510       0.0538       0.0484       0.0474
    119.3000       0.0418       0.0514       0.0447       0.0462
    119.4000       0.0499       0.0469       0.0452       0.0426
    119.5000       0.0472       0.0673       0.0394       0.0427
    119.6000       0.0466       0.0573       0.0361       0.0573
    119.7000       0.0436       0.0712       0.0464       0.0499
    119.8000       0.0455       0.0741       0.0521       0.0482
    119.9000       0.0487       0.0628       0.0441       0.0472
    120.0000       0.0473       0.0529       0.0397       0.0479
    120.1000       0.0569       0.0596       0.0382       0.0475
    120.2000       0.0472       0.0625       0.0462       0.0468
    120.3000       0.0650       0.0604       0.0523       0.0491
    120.4000       0.0544       0.0576       0.0407       0.0448
    120.5000       0.0663       0.0625       0.0471       0.0540
    120.6000       0.0564       0.0578       0.0426       0.0414
    120.7000       0.0556       0.0511       0.0419       0.0448
    120.8000       0.0440       0.0578       0.0519       0.0446
    120.9000       0.0481       0.0677       0.0542       0.0457
    121.0000       0.0501       0.0508       0.0472       0.0492
    121.1000       0.0488       0.0575       0.0414       0.0490
    121.2000       0.0503       0.0518       0.0492       0.0424
    121.3000       0.0480       0.0652       0.0456       0.0488
    121.4000       0.0583       0.0564       0.0521       0.0450
    121.5000       0.0458       0.0598       0.0478       0.0500
    121.6000       0.0464       0.0581       0.0377       0.0466
    121.7000       0.0525       0.0596       0.0497       0.0497
    121.8000       0.0553       0.0559       0.0581       0.0459
    121.9000       0.0441       0.0554       0.0439       0.0477
    122.0000       0.0472       0.0636       0.0490       0.0445
    122.1000       0.0489       0.0561       0.0413       0.0459
    122.2000       0.0524       0.0540       0.0459       0.0481
    122.3000       0.0503       0.0633       0.0508       0.0475
    122.4000       0.0528       0.0678       0.0465       0.0500
    122.5000       0.0464       0.0608       0.0475       0.0424
    122.6000       0.0480       0.0736       0.0457       0.0552
    122.7000       0.0563       0.0504       0.0496       0.0558
    122.8000       0.0661       0.0547       0.0465       0.0510
    122.9000       0.0721       0.0617       0.0502       0.0536
    123.0000       0.0483       0.0552       0.0471       0.0491
    123.1000       0.0584       0.0556       0.0483       0.0475
    123.2000       0.0456       0.0626       0.0491       0.0390
    123.3000       0.0508       0.0592       0.0470       0.0563
    123.4000       0.0545       0.0576       0.0462       0.0458
    123.5000       0.0512       0.0446       0.0518       0.0495
    123.6000       0.0451       0.0541       0.0498       0.0424
    123.7000       0.0487       0.0658       0.0442       0.0447
    123.8000       0.0444       0.0603       0.0510       0.0409
    123.9000       0.0540       0.0455       0.0486       0.0534
    124.0000       0.0465       0.0525       0.0505       0.0453
    124.1000       0.0496       0.0515       0.0552       0.0481
    124.2000       0.0493       0.0654       0.0472       0.0405
    124.3000       0.0491       0.0661       0.0600       0.0484
    124.4000       0.0520       0.0580       0.0564       0.0454
    124.5000       0.0493       0.0515       0.0576       0.0459
    124.6000       0.0499       0.0486       0.0446       0.0440
    124.7000       0.0471       0.0454       0.0572       0.0455
    124.8000       0.0471       0.0543       0.0502       0.0479
    124.9000       0.0554       0.0632       0.0466       0.0453
    125.0000       0.0529       0.0605       0.0570       0.0446
    125.1000       0.0434       0.0574       0.0458       0.0453
    125.2000       0.0484       0.0620       0.0514       0.0483
    125.3000       0.0501       0.0525       0.0515       0.0427
    125.4000       0.0469       0.0605       0.0474       0.0489
    125.5000       0.0470       0.0645       0.0497       0.0468
    125.6000       0.0555       0.0558       0.0500       0.0421
    125.7000       0.0485       0.0504       0.0535       0.0444
    125.8000       0.0518       0.0473       0.0497       0.0422
    125.9000       0.0413       0.0565       0.0490       0.0481
    126.0000       0.0573       0.0596       0.0549       0.0506
    126.1000       0.0512       0.0492       0.0496       0.0466
    126.2000       0.0555       0.0459       0.0515       0.0422
    126.3000       0.0579       0.0574       0.0538       0.0381
    126.4000       0.0551       0.0512       0.0460       0.0503
    126.5000       0.0480       0.0616       0.0494       0.0555
    126.6000       0.0533       0.0598       0.0515       0.0423
    126.7000       0.0537       0.0513       0.0549       0.0457
    126.8000       0.0483       0.0501       0.0518       0.0418
    126.9000       0.0447       0.0526       0.0501       0.0509
    127.0000       0.0411       0.0492       0.0523       0.0524
    127.1000       0.0546       0.0508       0.0503       0.0452
    127.2000       0.0516       0.0532       0.0600       0.0470
    127.3000       0.0440       0.0540       0.0509       0.0451
    127.4000       0.0561       0.0488       0.0509       0.0482
    127.5000       0.0493       0.0510       0.0491       0.0459
    127.6000       0.0441       0.0524       0.0473       0.0458
    127.7000       0.0498       0.0628       0.0587       0.0521
    127.8000       0.0522       0.0535       0.0529       0.0544
    127.9000       0.0460       0.0585       0.0499       0.0531
    128.0000       0.0450       0.0664       0.0457       0.0582
    128.1000       0.0447       0.0512       0.0522       0.0436
    128.2000       0.0570       0.0549       0.0586       0.0527
    128.3000       0.0424       0.0551       0.0433       0.0490
    128.4000       0.0521       0.0526       0.0577       0.0490
    128.5000       0.0474       0.0512       0.0479       0.0425
    128.6000       0.0392       0.0585       0.0545       0.0472
    128.7000       0.0484       0.0484       0.0549       0.0518
    128.8000       0.0537       0.0469       0.0483       0.0460
    128.9000       0.0421       0.0519       0.0496       0.0477
    129.0000       0.0478       0.0504       0.0442       0.0447
    129.1000       0.0466       0.0548       0.0506       0.0451
    129.2000       0.0445       0.0589       0.0524       0.0536
    129.3000       0.0483       0.0563       0.0577       0.0503
    129.4000       0.0519       0.0477       0.0514       0.0401
    129.5000       0.0532       0.0450       0.0500       0.0487
    129.6000       0.0491       0.0546       0.0508       0.0455
    129.7000       0.0465       0.0583       0.0503       0.0540
    129.8000       0.0585       0.0561       0.0548       0.0447
    129.9000       0.0508       0.0493       0.0479       0.0439
    130.0000       0.0530       0.0507       0.0520       0.0489
    130.1000       0.0438       0.0638       0.0547       0.0518
    130.2000       0.0474       0.0591       0.0485       0.0498
    130.3000       0.0594       0.0595       0.0491       0.0415
    130.4000       0.0548       0.0576       0.0526       0.0397
    130.5000       0.0613       0.0611       0.0520       0.0450
    130.6000       0.0464       0.0633       0.0410       0.0491
    130.7000       0.0552       0.0483       0.0439       0.0428
    130.8000       0.0478       0.0632       0.0521       0.0486
    130.9000       0.0545       0.0618       0.0488       0.0457
    131.0000       0.0440       0.0590       0.0512       0.0397
    131.1000       0.0436       0.0499       0.0471       0.0484
    131.2000       0.0420       0.0414       0.0478       0.0505
    131.3000       0.0503       0.0580       0.0460       0.0400
    131.4000       0.0469       0.0577       0.0457       0.0457
    131.5000       0.0365       0.0593       0.0499       0.0493
    131.6000       0.0458       0.0590       0.0585       0.0446
    131.7000       0.0502       0.0626       0.0478       0.0413
    131.8000       0.0450       0.0544       0.0480       0.0488
    131.9000       0.0412       0.0552       0.0420       0.0456
    132.0000       0.0456       0.0627       0.0496       0.0488
    132.1000       0.0434       0.0584       0.0488       0.0433
    132.2000       0.0483       0.0536       0.0472       0.0385
    132.3000       0.0428       0.0469       0.0464       0.0463
    132.4000       0.0539       0.0662       0.0446       0.0425
    132.5000       0.0502       0.0658       0.0498       0.0496
    132.6000       0.0535       0.0562       0.0524       0.0385
    132.7000       0.0528       0.0495       0.0594       0.0468
    132.8000       0.0484       0.0525       0.0562       0.0403
    132.9000       0.0493       0.0611       0.0428       0.0457
    133.0000       0.0475       0.0619       0.0548       0.0481
    133.1000       0.0538       0.0598       0.0525       0.0468
    133.2000       0.0595       0.0603       0.0506       0.0503
    133.3000       0.0592       0.0559       0.0491       0.0404
    133.4000       0.0492       0.0486       0.0469       0.0503
    133.5000       0.0588       0.0561       0.0537       0.0516
    133.6000       0.0508       0.0673       0.0520       0.0485
    133.7000       0.0517       0.0522       0.0488       0.0412
    133.8000       0.0563       0.0544       0.0554       0.0441
    133.9000       0.0549       0.0514       0.0499       0.0549
    134.0000       0.0513       0.0544       0.0504       0.0490
    134.1000       0.0600       0.0482       0.0529       0.0504
    134.2000       0.0517       0.0522       0.0435       0.0454
    134.3000       0.0495       0.0541       0.0529       0.0458
    134.4000       0.0555       0.0616       0.0522       0.0387
    134.5000       0.0416       0.0568       0.0599       0.0466
    134.6000       0.0613       0.0557       0.0535       0.0446
    134.7000       0.0625       0.0499       0.0511       0.0415
    134.8000       0.0580       0.0476       0.0445       0.0436
    134.9000       0.0559       0.0547       0.0653       0.0536
    135.0000       0.0466       0.0546       0.0567       0.0419
    135.1000       0.0483       0.0657       0.0518       0.0399
    135.2000       0.0587       0.0616       0.0531       0.0430
    135.3000       0.0557       0.0595       0.0449       0.0421
    135.4000       0.0539       0.0506       0.0513       0.0424
    135.5000       0.0478       0.0562       0.0592       0.0467
    135.6000       0.0530       0.0536       0.0503       0.0460
    135.7000       0.0537       0.0604       0.0614       0.0471
    135.8000       0.0589       0.0633       0.0479       0.0434
    135.9000       0.0692       0.0425       0.0524       0.0441
    136.0000       0.0511       0.0428       0.0572       0.0447
    136.1000       0.0530       0.0579       0.0502       0.0445
    136.2000       0.0545       0.0576       0.0491       0.0445
    136.3000       0.0521       0.0571       0.0480       0.0436
    136.4000       0.0513       0.0569       0.0673       0.0433
    136.5000       0.0497       0.0458       0.0529       0.0469
    136.6000       0.0451       0.0519       0.0651       0.0427
    136.7000       0.0473       0.0568       0.0524       0.0456
    136.8000       0.0428       0.0507       0.0604       0.0436
    136.9000       0.0534       0.0608       0.0482       0.0451
    137.0000       0.0562       0.0631       0.0496       0.0435
    137.1000       0.0447       0.0560       0.0519       0.0427
    137.2000       0.0474       0.0543       0.0565       0.0441
    137.3000       0.0440       0.0595       0.0547       0.0480
    137.4000       0.0470       0.0556       0.0519       0.0421
    137.5000       0.0516       0.0483       0.0482       0.0474
    137.6000       0.0514       0.0558       0.0569       0.0451
    137.7000       0.0474       0.0579       0.0516       0.0469
    137.8000       0.0408       0.0650       0.0611       0.0422
    137.9000       0.0427       0.0545       0.0527       0.0461
    138.0000       0.0516       0.0503       0.0455       0.0518
    138.1000       0.0591       0.0486       0.0509       0.0555
    138.2000       0.0457       0.0508       0.0593       0.0400
    138.3000       0.0560       0.0602       0.0469       0.0479
    138.4000       0.0456       0.0614       0.0598       0.0486
    138.5000       0.0527       0.0533       0.0537       0.0501
    138.6000       0.0456       0.0442       0.0580       0.0408
    138.7000       0.0442       0.0537       0.0528       0.0549
    138.8000       0.0451       0.0577       0.0573       0.0423
    138.9000       0.0480       0.0635       0.0590       0.0527
    139.0000       0.0462       0.0584       0.0515       0.0387
    139.1000       0.0513       0.0513       0.0523       0.0413
    139.2000       0.0457       0.0463       0.0543       0.0497
    139.3000       0.0405       0.0606       0.0593       0.0490
    139.4000       0.0487       0.0609       0.0516       0.0491
    139.5000       0.0559       0.0649       0.0439       0.0409
    139.6000       0.0479       0.0611       0.0579       0.0425
    139.7000       0.0484       0.0498       0.0526       0.0413
    139.8000       0.0390       0.0532       0.0530       0.0486
    139.9000       0.0500       0.0539       0.0524       0.0472
    140.0000       0.0467       0.0551       0.0505       0.0419
    140.1000       0.0475       0.0627       0.0509       0.0490
    140.2000       0.0576       0.0624       0.0543       0.0427
    140.3000       0.0441       0.0586       0.0588       0.0387
    140.4000       0.0531       0.0468       0.0543       0.0481
    140.5000       0.0435       0.0551       0.0562       0.0436
    140.6000       0.0608       0.0562       0.0458       0.0443
    140.7000       0.0531       0.0617       0.0596       0.0432
    140.8000       0.0476       0.0509       0.0580       0.0426
    140.9000       0.0490       0.0551       0.0586       0.0448
    141.0000       0.0566       0.0650       0.0456       0.0377
    141.1000       0.0429       0.0525       0.0509       0.0566
    141.2000       0.0643       0.0531       0.0498       0.0482
    141.3000       0.0454       0.0558       0.0567       0.0424
    141.4000       0.0561       0.0433       0.0494       0.0406
    141.5000       0.0435       0.0562       0.0526       0.0409
    141.6000       0.0500       0.0553       0.0520       0.0484
    141.7000       0.0476       0.0521       0.0517       0.0462
    141.8000       0.0479       0.0507       0.0564       0.0412
    141.9000       0.0563       0.0534       0.0520       0.0462
    142.0000       0.0455       0.0467       0.0557       0.0453
    142.1000       0.0448       0.0540       0.0501       0.0533
    142.2000       0.0457       0.0529       0.0532       0.0415
    142.3000       0.0575       0.0522       0.0599       0.0572
    142.4000       0.0496       0.0487       0.0492       0.0384
    142.5000       0.0453       0.0540       0.0551       0.0437
    142.6000       0.0456       0.0449       0.0493       0.0530
    142.7000       0.0482       0.0546       0.0580       0.0380
    142.8000       0.0465       0.0591       0.0594       0.0489
    142.9000       0.0590       0.0518       0.0469       0.0436
    143.0000       0.0490       0.0578       0.0572       0.0478
    143.1000       0.0411       0.0484       0.0464       0.0420
    143.2000       0.0427       0.0530       0.0588       0.0453
    143.3000       0.0469       0.0503       0.0546       0.0457
    143.4000       0.0633       0.0504       0.0502       0.0436
    143.5000       0.0536       0.0497       0.0513       0.0555
    143.6000       0.0507       0.0481       0.0540       0.0450
    143.7000       0.0482       0.0454       0.0531       0.0395
    143.8000       0.0447       0.0494       0.0524       0.0461
    143.9000       0.0390       0.0492       0.0520       0.0478
    144.0000       0.0627       0.0444       0.0495       0.0518
    144.1000       0.0541       0.0541       0.0459       0.0488
    144.2000       0.0538       0.0530       0.0474       0.0463
    144.3000       0.0440       0.0438       0.0524       0.0424
    144.4000       0.0483       0.0546       0.0579       0.0449
    144.5000       0.0462       0.0509       0.0520       0.0486
    144.6000       0.0531       0.0574       0.0505       0.0438
    144.7000       0.0492       0.0583       0.0505       0.0427
    144.8000       0.0456       0.0540       0.0515       0.0437
    144.9000       0.0389       0.0569       0.0527       0.0436
    145.0000       0.0470       0.0580       0.0478       0.0479
    145.1000       0.0522       0.0488       0.0642       0.0406
    145.2000       0.0463       0.0475       0.0466       0.0503
    145.3000       0.0536       0.0512       0.0509       0.0395
    145.4000       0.0456       0.0573       0.0558       0.0428
    145.5000       0.0533       0.0434       0.0598       0.0457
    145.6000       0.0469       0.0493       0.0579       0.0428
    145.7000       0.0539       0.0532       0.0624       0.0494
    145.8000       0.0464       0.0552       0.0461       0.0522
    145.9000       0.0489       0.0466       0.0535       0.0412
    146.0000       0.0403       0.0494       0.0526       0.0518
    146.1000       0.0497       0.0606       0.0536       0.0430
    146.2000       0.0436       0.0559       0.0578       0.0419
    146.3000       0.0470       0.0495       0.0478       0.0460
    146.4000       0.0448       0.0412       0.0574       0.0441
    146.5000       0.0526       0.0501       0.0512       0.0454
    146.6000       0.0448       0.0533       0.0576       0.0468
    146.7000       0.0487       0.0543       0.0533       0.0417
    146.8000       0.0568       0.0516       0.0450       0.0375
    146.9000       0.0562       0.0542       0.0527       0.0546
    147.0000       0.0503       0.0521       0.0527       0.0459
    147.1000       0.0438       0.0510       0.0483       0.0451
    147.2000       0.0550       0.0573       0.0515       0.0484
    147.3000       0.0523       0.0530       0.0509       0.0503
    147.4000       0.0585       0.0647       0.0496       0.0424
    147.5000       0.0431       0.0493       0.0574       0.0389
    147.6000       0.0469       0.0706       0.0522       0.0521
    147.7000       0.0422       0.0562       0.0571       0.0436
    147.8000       0.0523       0.0589       0.0527       0.0386
    147.9000       0.0484       0.0501       0.0618       0.0438
    148.0000       0.0425       0.0529       0.0626       0.0481
    148.1000       0.0411       0.0617       0.0496       0.0434
    148.2000       0.0464       0.0529       0.0523       0.0488
    148.3000       0.0557       0.0477       0.0554       0.0410
    148.4000       0.0483       0.0465       0.0661       0.0422
    148.5000       0.0522       0.0592       0.0627       0.0434
    148.6000       0.0495       0.0557       0.0578       0.0410
    148.7000       0.0497       0.0491       0.0535       0.0473
    148.8000       0.0566       0.0476       0.0494       0.0543
    148.9000       0.0485       0.0685       0.0533       0.0452
    149.0000       0.0464       0.0565       0.0591       0.0372
    149.1000       0.0472       0.0479       0.0510       0.0449
    149.2000       0.0392       0.0486       0.0500       0.0408
    149.3000       0.0476       0.0502       0.0544       0.0452
    149.4000       0.0494       0.0561       0.0652       0.0422
    149.5000       0.0510       0.0566       0.0496       0.0456
    149.6000       0.0448       0.0626       0.0513       0.0431
    149.7000       0.0408       0.0608       0.0501       0.0442
    149.8000       0.0481       0.0490       0.0481       0.0452
    149.9000       0.0448       0.0625       0.0638       0.0412
    150.0000       0.0618       0.0502       0.0576       0.0500
